rank,FFT_type,precision,x,y,z,px,py,backend,nodes,time
2,IFFT,float32,128,128,128,2,8,NCCL,2,0.000909318999902
6,IFFT,float32,128,128,128,2,8,NCCL,2,0.0008601869999438
4,IFFT,float32,128,128,128,2,8,NCCL,2,0.0005641979998927
3,IFFT,float32,128,128,128,2,8,NCCL,2,0.0008139220001339
5,IFFT,float32,128,128,128,2,8,NCCL,2,0.0007619150001119
7,IFFT,float32,128,128,128,2,8,NCCL,2,0.0010037649999503
3,FFT,float32,128,128,128,8,2,NCCL,2,0.2154713140000694
5,FFT,float32,128,128,128,8,2,NCCL,2,0.153578828000036
4,FFT,float32,128,128,128,8,2,NCCL,2,0.1536709389999941
12,FFT,float32,128,128,128,8,2,NCCL,2,0.0227154089998293
1,FFT,float32,128,128,128,8,2,NCCL,2,0.3233981910000238
6,FFT,float32,128,128,128,8,2,NCCL,2,0.1337202949998754
0,FFT,float32,128,128,128,8,2,NCCL,2,0.3233622239999931
9,FFT,float32,128,128,128,8,2,NCCL,2,0.146726259999923
7,FFT,float32,128,128,128,8,2,NCCL,2,0.1338401370001065
2,FFT,float32,128,128,128,8,2,NCCL,2,0.2175537519999579
13,FFT,float32,128,128,128,8,2,NCCL,2,0.0220660400000269
8,FFT,float32,128,128,128,8,2,NCCL,2,0.1467718240000977
14,FFT,float32,128,128,128,8,2,NCCL,2,0.0005024849999699
11,FFT,float32,128,128,128,8,2,NCCL,2,0.0872852610000336
10,FFT,float32,128,128,128,8,2,NCCL,2,0.0869065560000308
15,FFT,float32,128,128,128,8,2,NCCL,2,0.0006167669998831
8,IFFT,float32,128,128,128,8,2,NCCL,2,0.0006362940000599
9,IFFT,float32,128,128,128,8,2,NCCL,2,0.0010696210001697
10,IFFT,float32,128,128,128,8,2,NCCL,2,0.0009320540000317
0,IFFT,float32,128,128,128,8,2,NCCL,2,0.000594885000055
5,IFFT,float32,128,128,128,8,2,NCCL,2,0.0009045199999491
2,IFFT,float32,128,128,128,8,2,NCCL,2,0.0005792550000478
4,IFFT,float32,128,128,128,8,2,NCCL,2,0.0005848069999956
7,IFFT,float32,128,128,128,8,2,NCCL,2,0.0009558750000451
6,IFFT,float32,128,128,128,8,2,NCCL,2,0.0006124680000993
3,IFFT,float32,128,128,128,8,2,NCCL,2,0.0010582459999568
1,IFFT,float32,128,128,128,8,2,NCCL,2,0.001083392000055
12,IFFT,float32,128,128,128,8,2,NCCL,2,0.0009171970000352
15,IFFT,float32,128,128,128,8,2,NCCL,2,0.0013011819999064
14,IFFT,float32,128,128,128,8,2,NCCL,2,0.0009084499999971
11,IFFT,float32,128,128,128,8,2,NCCL,2,0.0012852919999204
13,IFFT,float32,128,128,128,8,2,NCCL,2,0.0013500219999968
8,FFT,float32,256,256,256,4,4,NCCL,2,0.3397109379998255
11,FFT,float32,256,256,256,4,4,NCCL,2,0.3398103329998321
9,FFT,float32,256,256,256,4,4,NCCL,2,0.3398708859999715
15,FFT,float32,256,256,256,4,4,NCCL,2,0.1045125989999178
13,FFT,float32,256,256,256,4,4,NCCL,2,0.1046959410000454
